id,split,text,text_clean,label,label_name,n_words,n_chars,has_negation
train_000293,train,im just feeling rather sentimental right now and just have to say i feel so lucky to be maxs mom,im just feeling rather sentimental right now and just have to say i feel so lucky to be maxs mom,0,sadness,20,96,0
train_000294,train,i make myself show up and feel isolated in the crowd ill know i was wrong about the anti social feeling,i make myself show up and feel isolated in the crowd ill know i was wrong about the anti social feeling,0,sadness,21,103,0
train_000295,train,ive learned how to turn off all my emotions more and more and i often find myself feeling completely blank while my mother is crying continuously over my suicidalness,ive learned how to turn off all my emotions more and more and i often find myself feeling completely blank while my mother is crying continuously over my suicidalness,0,sadness,29,166,0
train_000296,train,i feel loyal to style,i feel loyal to style,2,love,5,21,0
train_000297,train,i can understand that you may feel youd rather not do your bit for the vulnerable and homeless in london in that precise way,i can understand that you may feel youd rather not do your bit for the vulnerable and homeless in london in that precise way,4,fear,24,124,1
train_000298,train,i can finally stop feeling listless and like a waste of space,i can finally stop feeling listless and like a waste of space,0,sadness,12,61,0
train_000299,train,i know im feeling agitated as it is from a side effect of the too high dose,i know im feeling agitated as it is from a side effect of the too high dose,4,fear,17,75,0
train_000300,train,i do feel a shift in me to being more positive,i do feel a shift in me to being more positive,1,joy,11,46,0
train_000301,train,i am feeling brave enough,i am feeling brave enough,1,joy,5,25,0
train_000302,train,fear of thief,fear of thief,4,fear,3,13,0
train_000303,train,i feel clever nov,i feel clever nov,1,joy,4,17,0
train_000304,train,i always spend more money there than i mean to and feel dissatisfied when i exit the store,i always spend more money there than i mean to and feel dissatisfied when i exit the store,3,anger,18,90,0
train_000305,train,im feeling really quite angry,im feeling really quite angry,3,anger,5,29,0
train_000306,train,i feel kerry didnt do by supporting civil unions and gay equality,i feel kerry didnt do by supporting civil unions and gay equality,2,love,12,65,1
train_000307,train,i feel really ashamed,i feel really ashamed,0,sadness,4,21,0
train_000308,train,i feel to have these amazing people in my life,i feel to have these amazing people in my life,5,surprise,10,46,0
train_000309,train,i finally left feeling judged and ridiculed because i am intelligent,i finally left feeling judged and ridiculed because i am intelligent,1,joy,11,68,0
train_000310,train,i is starting to feel a bit insulted by this stranger,i is starting to feel a bit insulted by this stranger,3,anger,11,53,0
train_000311,train,i have many days where i feel hopeless today the light at the end of my yellow brick road was shining just a little brighter,i have many days where i feel hopeless today the light at the end of my yellow brick road was shining just a little brighter,0,sadness,25,124,0
train_000312,train,i actually feel sorrowful,i actually feel sorrowful,0,sadness,4,25,0
train_000313,train,i see women wearing boots i feel envious that i want to curse them,i see women wearing boots i feel envious that i want to curse them,3,anger,14,66,0
train_000314,train,i will feel what i feel and tell you and together we will apologize and make up and keep loving each other to bits and bits,i will feel what i feel and tell you and together we will apologize and make up and keep loving each other to bits and bits,2,love,26,123,0
train_000315,train,i go up to her and i say feeling very impressed with myself youre naomi klein right,i go up to her and i say feeling very impressed with myself youre naomi klein right,5,surprise,17,83,0
train_000316,train,i began to feel each of my senses dull until the cold black unconsciousness over came me,i began to feel each of my senses dull until the cold black unconsciousness over came me,0,sadness,17,88,0
train_000317,train,i suspect feel less than fond in private,i suspect feel less than fond in private,2,love,8,40,0
train_000318,train,i was so honoured that this young woman felt comfortable enough to ask me i had kind of a faux hawk thing going on back then so i must have looked dykey enough for her to feel safe talking to me,i was so honoured that this young woman felt comfortable enough to ask me i had kind of a faux hawk thing going on back then so i must have looked dykey enough for her to feel safe talking to me,1,joy,41,194,0
train_000319,train,i do have to wonder when you re cast as a caveman and you re told you re perfect for the part do you feel insulted or complimented,i do have to wonder when you re cast as a caveman and you re told you re perfect for the part do you feel insulted or complimented,3,anger,28,130,0
train_000320,train,i feel convinced plus so many diverse price tags that i feel sure everyone should come up with the funds to have their plot to be lighted up relatively economically,i feel convinced plus so many diverse price tags that i feel sure everyone should come up with the funds to have their plot to be lighted up relatively economically,1,joy,30,164,0
train_000321,train,i feel empty when the baby isnt there,i feel empty when the baby isnt there,0,sadness,8,37,1
train_000322,train,i stopped feeling so exhausted a href http provokingbeauty,i stopped feeling so exhausted a href http provokingbeauty,0,sadness,9,58,0
train_000323,train,im feeling font friendly,im feeling font friendly,1,joy,4,24,0
train_000324,train,i had my hand on my beads consciously breathing consciously working to feel calm about my list of things to accomplish that afternoon,i had my hand on my beads consciously breathing consciously working to feel calm about my list of things to accomplish that afternoon,1,joy,23,133,0
train_000325,train,i always feel intimidated by other people especially when they always compare me to other people ever since i was young,i always feel intimidated by other people especially when they always compare me to other people ever since i was young,4,fear,21,119,0
train_000326,train,i be made to feel rotten,i be made to feel rotten,0,sadness,6,24,0
train_000327,train,i started feeling hostile and i am checking my hemorrhoids,i started feeling hostile and i am checking my hemorrhoids,3,anger,10,58,0
train_000328,train,i love wearing new shoes i just feel so glamourous and when i get a pair of designer shoes i love the box and all the trimmings that come with them,i love wearing new shoes i just feel so glamourous and when i get a pair of designer shoes i love the box and all the trimmings that come with them,1,joy,31,147,0
train_000329,train,i know about have to do largely with the fact that any feelings romantic or sexual i have successfully hidden from myself,i know about have to do largely with the fact that any feelings romantic or sexual i have successfully hidden from myself,2,love,22,121,0
train_000330,train,i just love the feeling of something warmly hugging you and feeling so precious and small precious to someone something,i just love the feeling of something warmly hugging you and feeling so precious and small precious to someone something,1,joy,20,119,0
train_000331,train,im feeling far more mellow than normal,im feeling far more mellow than normal,1,joy,7,38,0
train_000332,train,i became more dismayed as i studied what people were wearing and started feeling like though some of the outfits were gorgeous they were bought that way,i became more dismayed as i studied what people were wearing and started feeling like though some of the outfits were gorgeous they were bought that way,1,joy,27,152,0
train_000333,train,i dont want to wax them off and draw them in or anything i just need to not have a unibrow and maybe get rid of the few spare hairs creeping down toward my eyelid if im feeling brave,i dont want to wax them off and draw them in or anything i just need to not have a unibrow and maybe get rid of the few spare hairs creeping down toward my eyelid if im feeling brave,1,joy,39,182,1
train_000334,train,im feeling lucky width li style border px list style outside margin px px,im feeling lucky width li style border px list style outside margin px px,1,joy,14,73,0
train_000335,train,i recall those high school feelings and the longing with which i watched the olympic runners i feel st,i recall those high school feelings and the longing with which i watched the olympic runners i feel st,2,love,19,102,0
train_000336,train,i woke up feeling confident and watched the bodypump dvd to gather some coaching tips and compulsory cues,i woke up feeling confident and watched the bodypump dvd to gather some coaching tips and compulsory cues,1,joy,18,105,0
train_000337,train,i didnt say was that strong feelings always make me skeptical at first,i didnt say was that strong feelings always make me skeptical at first,4,fear,13,70,1
train_000338,train,i want to talk to you about but with the limited time we have on the phone and with our current arrangment i feel hesitant to bring it up,i want to talk to you about but with the limited time we have on the phone and with our current arrangment i feel hesitant to bring it up,4,fear,29,137,0
train_000339,train,i am beginning to feel that theres a good chance i might pass,i am beginning to feel that theres a good chance i might pass,1,joy,13,61,0
train_000340,train,i feel like i have a little more control and can help sweet pea better if i know what is ahead,i feel like i have a little more control and can help sweet pea better if i know what is ahead,1,joy,21,94,0
train_000341,train,i feel like i m on the receiving end of a violent attack,i feel like i m on the receiving end of a violent attack,3,anger,13,56,0
train_000342,train,i feel it is worthwhile to document it for people who are not familiar with batch files,i feel it is worthwhile to document it for people who are not familiar with batch files,1,joy,17,87,1
train_000343,train,i and i are feeling especially thankful for so many small blessings in our life right now,i and i are feeling especially thankful for so many small blessings in our life right now,1,joy,17,89,0
train_000344,train,i am hoping the weatherman is right with his forecast of stay at home dont venture out rain for tomorrow i am feeling all kind of creative,i am hoping the weatherman is right with his forecast of stay at home dont venture out rain for tomorrow i am feeling all kind of creative,1,joy,27,138,1
train_000345,train,i feel like im just on the edge in this microcosm one more awkward moment or missed party and id be on the outside,i feel like im just on the edge in this microcosm one more awkward moment or missed party and id be on the outside,0,sadness,24,114,0
train_000346,train,i feel a bit funny actually,i feel a bit funny actually,5,surprise,6,27,0
train_000347,train,i have learnt nothing else in the last two years it is that it s best to feel my way by trusting my instincts,i have learnt nothing else in the last two years it is that it s best to feel my way by trusting my instincts,1,joy,24,109,1
train_000348,train,i am feeling is also a blossoming eager anxiety,i am feeling is also a blossoming eager anxiety,1,joy,9,47,0
train_000349,train,i feel burdened to share it,i feel burdened to share it,0,sadness,6,27,0
train_000350,train,i always want nemo by my side and sleeping without her now feels weird even though it doesnt happen often that i get to,i always want nemo by my side and sleeping without her now feels weird even though it doesnt happen often that i get to,5,surprise,24,119,1
train_000351,train,im not feeling the outfit but the heels are gorgeous,im not feeling the outfit but the heels are gorgeous,1,joy,10,52,1
train_000352,train,i feel confused after that,i feel confused after that,4,fear,5,26,0
train_000353,train,i feel that the session was useful and gave me tools i need to move forward in my life,i feel that the session was useful and gave me tools i need to move forward in my life,1,joy,19,86,0
train_000354,train,i feel selfish bringing up our loneliness for a child when i know parents out in newtown are grieving their lost babies,i feel selfish bringing up our loneliness for a child when i know parents out in newtown are grieving their lost babies,3,anger,22,119,0
train_000355,train,i took away all the disappointed feeling all the paining i gave my heart to be heal by lord because he s the only one love who never betrayed never lose loyalty even i didn t loyal to him,i took away all the disappointed feeling all the paining i gave my heart to be heal by lord because he s the only one love who never betrayed never lose loyalty even i didn t loyal to him,2,love,39,187,1
train_000356,train,i feel envious and embarrassed,i feel envious and embarrassed,3,anger,5,30,0
train_000357,train,i could feel the frantic need in him the need to make me his,i could feel the frantic need in him the need to make me his,4,fear,14,60,0
train_000358,train,i am feeling overwhelmed with the responsibilities of being a teacher that someone is trusting me with their most precious gift and it is an honor,i am feeling overwhelmed with the responsibilities of being a teacher that someone is trusting me with their most precious gift and it is an honor,5,surprise,26,146,0
train_000359,train,i feel so tranquil right now its great,i feel so tranquil right now its great,1,joy,8,38,0
train_000360,train,i feel frustrated when i have new music and new lyrics that clearly have nothing to do with each other,i feel frustrated when i have new music and new lyrics that clearly have nothing to do with each other,3,anger,20,102,1
train_000361,train,i thought we were going to talk and try and work at things so i was shocked to find out steve had decided he wanted to be on his own the thing that broke me was the feeling of been unloved,i thought we were going to talk and try and work at things so i was shocked to find out steve had decided he wanted to be on his own the thing that broke me was the feeling of been unloved,0,sadness,41,188,0
train_000362,train,i wouldnt have beared witness to the incredibly well spoken bouncer making an emo kid feel completely unwelcome,i wouldnt have beared witness to the incredibly well spoken bouncer making an emo kid feel completely unwelcome,0,sadness,18,111,1
train_000363,train,i tend to stop breathing when i m feeling stressed,i tend to stop breathing when i m feeling stressed,0,sadness,10,50,0
train_000364,train,i was a smoker for years and quit weeks ago right after i finished your book and i cant believe how free i feel i knew that i had to quit but i was terrified of my life without cigarettes,i was a smoker for years and quit weeks ago right after i finished your book and i cant believe how free i feel i knew that i had to quit but i was terrified of my life without cigarettes,4,fear,40,187,1
train_000365,train,i will go to my mailbox and talk to the mailman then the grocery clerk etc but no matter how small the step or how limited the risk a complete and total willingness to experience whatever thoughts feelings and sensations emerge is important,i will go to my mailbox and talk to the mailman then the grocery clerk etc but no matter how small the step or how limited the risk a complete and total willingness to experience whatever thoughts feelings and sensations emerge is important,1,joy,43,240,1
train_000366,train,i am already feeling frantic,i am already feeling frantic,4,fear,5,28,0
train_000367,train,i feel like this insecurity is a good thing when i first started writing i pictured it all,i feel like this insecurity is a good thing when i first started writing i pictured it all,1,joy,18,90,0
train_000368,train,i should feel complimented or insulted,i should feel complimented or insulted,3,anger,6,38,0
train_000369,train,i crave as i fall into submission and i did not feel submissive in the least,i crave as i fall into submission and i did not feel submissive in the least,0,sadness,16,76,1
train_000370,train,i feel tender just now and i am fine with that,i feel tender just now and i am fine with that,2,love,11,46,0
train_000371,train,i feel irritated pissed even like when someone wakes me up at that moment when i m on the edge of falling into a deep slumber,i feel irritated pissed even like when someone wakes me up at that moment when i m on the edge of falling into a deep slumber,3,anger,26,125,0
train_000372,train,i made it to work but i am feeling a little groggy,i made it to work but i am feeling a little groggy,0,sadness,12,50,0
train_000373,train,i want to love you but i feel like there some sort of hindrance thats keeping me from loving you,i want to love you but i feel like there some sort of hindrance thats keeping me from loving you,2,love,20,96,0
train_000374,train,i feel is that they are fond of themselves and ok second thought really sensitive to spelled everything here,i feel is that they are fond of themselves and ok second thought really sensitive to spelled everything here,2,love,19,108,0
train_000375,train,ill get round to it this quarter im feeling hopeful about this one,ill get round to it this quarter im feeling hopeful about this one,1,joy,13,66,0
train_000376,train,im starting to feel unwelcome in life and some people can already tell this,im starting to feel unwelcome in life and some people can already tell this,0,sadness,14,75,0
train_000377,train,i feel absolutely fantastic and i hope baby does too,i feel absolutely fantastic and i hope baby does too,1,joy,10,52,0
train_000378,train,i watched the snow fall and accumulate on the conifer trees while i was shoveling in my shirt sleeves and feeling vigorous,i watched the snow fall and accumulate on the conifer trees while i was shoveling in my shirt sleeves and feeling vigorous,1,joy,22,122,0
train_000379,train,i feel bitter and just honkerblonked off in general,i feel bitter and just honkerblonked off in general,3,anger,9,51,0
train_000380,train,i have a feeling that your father already convinced him of that,i have a feeling that your father already convinced him of that,1,joy,12,63,0
train_000381,train,i love and feel passionate about i m living my dream and now that i ve gotten a taste of what that feels like nothing can stop me,i love and feel passionate about i m living my dream and now that i ve gotten a taste of what that feels like nothing can stop me,2,love,28,129,1
train_000382,train,i play in the rain squeal with glee at the feeling of mud squishing between my toes and enjoy pretty much anything that takes place outdoors,i play in the rain squeal with glee at the feeling of mud squishing between my toes and enjoy pretty much anything that takes place outdoors,1,joy,26,140,0
train_000383,train,i am feeling humorous i put cold callers on hold,i am feeling humorous i put cold callers on hold,1,joy,10,48,0
train_000384,train,i just busy myself with other stuffs but never with blogs or threads that will only make me feel miserable,i just busy myself with other stuffs but never with blogs or threads that will only make me feel miserable,0,sadness,20,106,1
train_000385,train,i feel energized and curious again about life about god about my potential to give something back to society and about finding someone after my heart,i feel energized and curious again about life about god about my potential to give something back to society and about finding someone after my heart,5,surprise,26,149,0
train_000386,train,i feel very privileged but it is also a lot of work,i feel very privileged but it is also a lot of work,1,joy,12,51,0
train_000387,train,im pretty happy but a little on the nauseated side to feel thrilled,im pretty happy but a little on the nauseated side to feel thrilled,1,joy,13,67,0
train_000388,train,i close my eyes i can hear the pitiful wailing sounds of my own cries taste the salty taste of my tears and feel that anger and hurt saturating my heart,i close my eyes i can hear the pitiful wailing sounds of my own cries taste the salty taste of my tears and feel that anger and hurt saturating my heart,0,sadness,31,152,0
train_000389,train,i bought a virtually fat free thousand islands and feeling very impressed with myself hold large quantities of this substance on the leaves of lettuce and cucumber with my friend but it will be total sugar becomes if you do not burn fat,i bought a virtually fat free thousand islands and feeling very impressed with myself hold large quantities of this substance on the leaves of lettuce and cucumber with my friend but it will be total sugar becomes if you do not burn fat,5,surprise,43,236,1
train_000390,train,im sure that the folks in virginia florida and the other handful of swing states agree feel not only put upon but insulted by the constant barrage,im sure that the folks in virginia florida and the other handful of swing states agree feel not only put upon but insulted by the constant barrage,3,anger,27,146,1
train_000391,train,i feel like im putting an innocent man on death row,i feel like im putting an innocent man on death row,1,joy,11,51,0
train_000392,train,i wasn t sure what else to do to help her feel smart,i wasn t sure what else to do to help her feel smart,1,joy,13,52,0
train_000393,train,i begin to feel that every waking moment is devoted to work,i begin to feel that every waking moment is devoted to work,2,love,12,59,0
train_000394,train,i feel is thankful for the lessons i m learning,i feel is thankful for the lessons i m learning,1,joy,10,47,0
train_000395,train,i feel such a longing and sadness when i see families with more children than i have,i feel such a longing and sadness when i see families with more children than i have,2,love,17,84,0
train_000396,train,i feel distinctly called in clermont to focus on these little ones that seem naughty,i feel distinctly called in clermont to focus on these little ones that seem naughty,2,love,15,84,0
train_000397,train,i hope you can feel glad that she gave you so many things including memories that you can cherish,i hope you can feel glad that she gave you so many things including memories that you can cherish,1,joy,19,97,0
train_000398,train,i am feeling pretty worthless right now,i am feeling pretty worthless right now,0,sadness,7,39,0
train_000399,train,i feel some of my projects are clever and useful enough i figured i would start sharing them on instructables so i wrote my first one this weekend,i feel some of my projects are clever and useful enough i figured i would start sharing them on instructables so i wrote my first one this weekend,1,joy,28,146,0
train_000400,train,i had continued to think along those lines i probably would have done the dishes in anger and when he got up wed have had a fight about that with me feeling completely abused,i had continued to think along those lines i probably would have done the dishes in anger and when he got up wed have had a fight about that with me feeling completely abused,0,sadness,34,174,0
train_000401,train,i didnt feel especially nervous in finland but when we landed in paris i was a little unsure about what would be ahead of us thought st grade student janne suominen,i didnt feel especially nervous in finland but when we landed in paris i was a little unsure about what would be ahead of us thought st grade student janne suominen,4,fear,31,164,1
train_000402,train,i do feel envious of those with kids at certain moments,i do feel envious of those with kids at certain moments,3,anger,11,55,0
train_000403,train,i was feeling like a pretty crappy mom,i was feeling like a pretty crappy mom,0,sadness,8,38,0
train_000404,train,im feeling pissed off about my aac or feeling kind of miserable and frustrated with life this whole week,im feeling pissed off about my aac or feeling kind of miserable and frustrated with life this whole week,3,anger,19,104,0
train_000405,train,im not scared at all anymore im fine i feel terrific about the surgery,im not scared at all anymore im fine i feel terrific about the surgery,1,joy,14,70,1
train_000406,train,i still feel vulnerable around him,i still feel vulnerable around him,4,fear,6,34,0
train_000407,train,i honestly am not sure how i feel stunned,i honestly am not sure how i feel stunned,5,surprise,9,41,1
train_000408,train,i feel when you are a caring person you attract other caring people into your life,i feel when you are a caring person you attract other caring people into your life,2,love,16,82,0
train_000409,train,im then left feeling quite embarrassed as i say that nothings new,im then left feeling quite embarrassed as i say that nothings new,0,sadness,12,65,0
train_000410,train,i feel unwelcome and out of place buti cant decide if i am just too scared to do anything about this ok situation or if i am staying here in this dead end situation because i am afraid things will get worse,i feel unwelcome and out of place buti cant decide if i am just too scared to do anything about this ok situation or if i am staying here in this dead end situation because i am afraid things will get worse,0,sadness,42,206,1
train_000411,train,i may or may not have cried when thanking them for making my children feel so special and loved,i may or may not have cried when thanking them for making my children feel so special and loved,1,joy,19,95,1
train_000412,train,i really want to go buy some yardage of art gallery just to play with because it feels so amazing,i really want to go buy some yardage of art gallery just to play with because it feels so amazing,5,surprise,20,97,0
train_000413,train,i feel like shes losing her sense of self to adapt to what she thinks he will be loyal to,i feel like shes losing her sense of self to adapt to what she thinks he will be loyal to,2,love,20,89,0
train_000414,train,i feel burdened for several loved ones and i miss my big kid whom i havent seen since friday,i feel burdened for several loved ones and i miss my big kid whom i havent seen since friday,0,sadness,19,92,0
train_000415,train,i feel is still really low in my abdomen,i feel is still really low in my abdomen,0,sadness,9,40,0
train_000416,train,i feel like i ve been welcomed a tight knit family who ll make sure i won t feel alone ever,i feel like i ve been welcomed a tight knit family who ll make sure i won t feel alone ever,1,joy,21,91,0
train_000417,train,i feel this is doubtful,i feel this is doubtful,4,fear,5,23,0
train_000418,train,i usually use smaller legos however this year i have a few students with fine motor delays and i want all my students to feel successful,i usually use smaller legos however this year i have a few students with fine motor delays and i want all my students to feel successful,1,joy,26,136,0
train_000419,train,i get some exercise and feel like im doing something worthwhile in the meantime,i get some exercise and feel like im doing something worthwhile in the meantime,1,joy,14,79,0
train_000420,train,i feel like my life is very rich and fulfilling but i know people look at the way i live and feel some misplaced pity for me,i feel like my life is very rich and fulfilling but i know people look at the way i live and feel some misplaced pity for me,1,joy,27,124,0
train_000421,train,i feel blessed amazed and yes very excited,i feel blessed amazed and yes very excited,2,love,8,42,0
train_000422,train,i feel hesitant about talking about this,i feel hesitant about talking about this,4,fear,7,40,0
train_000423,train,i try to get in at least minutes a day five days a week though i have been known to skip a workout if i m feeling particularly lethargic or lazy,i try to get in at least minutes a day five days a week though i have been known to skip a workout if i m feeling particularly lethargic or lazy,0,sadness,31,144,0
train_000424,train,i have been feeling beaten down sick and utterly devoid of hope that i will ever have the life i want,i have been feeling beaten down sick and utterly devoid of hope that i will ever have the life i want,0,sadness,21,101,0
train_000425,train,i feel hesitant to comment because i don t want to add to a pileon but it seems clear to me that those involved haven t learned from their past experiences nor are they interested in applying that learning to future projects,i feel hesitant to comment because i don t want to add to a pileon but it seems clear to me that those involved haven t learned from their past experiences nor are they interested in applying that learning to future projects,4,fear,42,224,0
train_000426,train,i feel quite passionate about as communion is of tremendous importance to me personally and theologically,i feel quite passionate about as communion is of tremendous importance to me personally and theologically,2,love,16,105,0
train_000427,train,im feeling happy and well,im feeling happy and well,1,joy,5,25,0
train_000428,train,i find myself having much more time to think about myself without feeling depressed to actually be able to write and imagine without feeling trapped or like i am missing out on something a near constant feeling i have in cities,i find myself having much more time to think about myself without feeling depressed to actually be able to write and imagine without feeling trapped or like i am missing out on something a near constant feeling i have in cities,0,sadness,41,227,0
train_000429,train,i got the feeling brig is sincere and has a very strong desire to help others become successful both financially and also through building strengthening relationships through christianity,i got the feeling brig is sincere and has a very strong desire to help others become successful both financially and also through building strengthening relationships through christianity,1,joy,28,187,0
train_000430,train,i feel like ive had to fake my feelings a lot more often then i would have liked to,i feel like ive had to fake my feelings a lot more often then i would have liked to,0,sadness,19,83,0
train_000431,train,i were feeling energetic so we decided we were going to bike to the rest of the temples,i were feeling energetic so we decided we were going to bike to the rest of the temples,1,joy,18,87,0
train_000432,train,im really like she said only you can understand the way i feel toni ight she blamed excesses on the merican dream so seldom witnessed never er seen hah hah hah hah hah,im really like she said only you can understand the way i feel toni ight she blamed excesses on the merican dream so seldom witnessed never er seen hah hah hah hah hah,0,sadness,33,167,1
train_000433,train,i am happpy when i get good results in the field of academics or athletics,i am happy when i get good results in the field of academics or athletics,1,joy,15,74,0
train_000434,train,i dont know where i want to work because there will always be something that makes me feel stressed or anxious at work whatever the job may be as all jobs require some sort of rules or pressure,i dont know where i want to work because there will always be something that makes me feel stressed or anxious at work whatever the job may be as all jobs require some sort of rules or pressure,0,sadness,38,193,1
train_000435,train,id pop out of the chair feeling like i should be doing something more worthwhile,id pop out of the chair feeling like i should be doing something more worthwhile,1,joy,15,80,0
train_000436,train,i was really hoping that theyd get far enough ahead of us that we could feel like we were doing our own navigating so i was delighted when after punching the second control they headed off onto a trail through the woods,i was really hoping that theyd get far enough ahead of us that we could feel like we were doing our own navigating so i was delighted when after punching the second control they headed off onto a trail through the woods,1,joy,42,219,0
train_000437,train,i feel like normally i would be angry because thats what i actually think that i could never be beautiful at my size,i feel like normally i would be angry because thats what i actually think that i could never be beautiful at my size,3,anger,23,116,1
train_000438,train,i wonder how many people are against my do it only when you feel like it perspective but i think if you do it for the sake of doing it without wanting to do it then it will turn out to be the result of crappy work,i wonder how many people are against my do it only when you feel like it perspective but i think if you do it for the sake of doing it without wanting to do it then it will turn out to be the result of crappy work,0,sadness,47,213,0
train_000439,train,i feel indecisive on whether or not i feel the book huckleberry finn should be censored,i feel indecisive on whether or not i feel the book huckleberry finn should be censored,4,fear,16,87,1
train_000440,train,i should have known she likes kamiki kun he laughs nozomi feels an unpleasant knot in her stomach you must think i m a fool don t you nonchan,i should have known she likes kamiki kun he laughs nozomi feels an unpleasant knot in her stomach you must think i m a fool don t you nonchan,0,sadness,29,141,0
train_000441,train,i made the choice to start recognizing when that feeling of being unloved kicks in and to choose to keep my persistence at the same level not allowing that old reaction to shut me down,i made the choice to start recognizing when that feeling of being unloved kicks in and to choose to keep my persistence at the same level not allowing that old reaction to shut me down,0,sadness,35,184,1
train_000442,train,i feel like im more hated than celebrated and i cant wait till the day i can say i made it,i feel like im more hated than celebrated and i cant wait till the day i can say i made it,3,anger,21,90,1
train_000443,train,i still feel funny writing that like maybe i should call her my spirit guide or really observant cheerleader or something,i still feel funny writing that like maybe i should call her my spirit guide or really observant cheerleader or something,5,surprise,21,121,0
train_000444,train,i would rather feel nothing than feel this then do not be surprised if you find your life very depressing and grey and unrewarding,i would rather feel nothing than feel this then do not be surprised if you find your life very depressing and grey and unrewarding,5,surprise,24,130,1
train_000445,train,i feel very comfortable with this decision,i feel very comfortable with this decision,1,joy,7,42,0
train_000446,train,i get really sweaty during these episodes and my stomach will feel really funny like i m free falling,i get really sweaty during these episodes and my stomach will feel really funny like i m free falling,5,surprise,19,101,0
train_000447,train,i have been feeling so overwhelmed lately,i have been feeling so overwhelmed lately,4,fear,7,41,0
train_000448,train,i learnt so much about the wonderful world of beaubronz and feel this lovely tanning brand fits perfectly with my latest mantra stolen from my boudoir lashes mother asma docrat,i learnt so much about the wonderful world of beaubronz and feel this lovely tanning brand fits perfectly with my latest mantra stolen from my boudoir lashes mother asma docrat,2,love,30,176,0
train_000449,train,i feel rebellious because i don t particularly like watching romcoms but i get the feeling that i may be pretty good at writing them,i feel rebellious because i don t particularly like watching romcoms but i get the feeling that i may be pretty good at writing them,3,anger,25,132,0
train_000450,train,i didnt feel that welcomed when i first entered morris quickly changed that and i left feeling very happy,i didnt feel that welcomed when i first entered morris quickly changed that and i left feeling very happy,1,joy,19,105,1
train_000451,train,im contemplating and feeling skeptical,im contemplating and feeling skeptical,4,fear,5,38,0
train_000452,train,ive become anxious about in recent times is this there is certainly a feeling amongst some people of belief that they are under siege that they are often disadvantaged that they are looked at and considered in some way different and their faith makes them less worthy of regard he said,ive become anxious about in recent times is this there is certainly a feeling amongst some people of belief that they are under siege that they are often disadvantaged that they are looked at and considered in some way different and their faith makes them less worthy of regard he said,0,sadness,51,285,0
train_000453,train,i feel like i should care that im a bit heartless not to,i feel like i should care that im a bit heartless not to,3,anger,13,56,1
train_000454,train,i hate chemo and the thought of having toxins washing through every single cell and making me feel horrible makes me cringe,i hate chemo and the thought of having toxins washing through every single cell and making me feel horrible makes me cringe,0,sadness,22,123,0
train_000455,train,i feel so honoured to have hosted this series to have such talented a,i feel so honoured to have hosted this series to have such talented a,1,joy,14,69,0
train_000456,train,i love him but i feel threatened with him around a little,i love him but i feel threatened with him around a little,4,fear,12,57,0
train_000457,train,i feel after reading allthingsbucks blog which brought tears to my eyes and a lump in my throat and a feeling of not having a worthwhile thing to be upset about that i shouldnt write such a lame blog,i feel after reading allthingsbucks blog which brought tears to my eyes and a lump in my throat and a feeling of not having a worthwhile thing to be upset about that i shouldnt write such a lame blog,1,joy,39,199,1
train_000458,train,i was feeling determined it didnt take long for me to start nomming on naughty stuff again,i was feeling determined it didnt take long for me to start nomming on naughty stuff again,1,joy,17,90,1
train_000459,train,i feel honored to be with many wonderful artists and to display my work for the public to see,i feel honored to be with many wonderful artists and to display my work for the public to see,1,joy,19,93,0
train_000460,train,i just remember being so fully stressed out and while i had fun i feel it could have been more lively,i just remember being so fully stressed out and while i had fun i feel it could have been more lively,1,joy,21,101,0
train_000461,train,i feel so dazed a href http twitter,i feel so dazed a href http twitter,5,surprise,8,35,0
train_000462,train,i feel bitchy because i am hurting too,i feel bitchy because i am hurting too,3,anger,8,38,0
train_000463,train,i always feel like ive been assaulted by his pics,i always feel like ive been assaulted by his pics,0,sadness,10,49,0
train_000464,train,im not only thankful that everything seems to be working out as i wrap week at my new job but also feeling pretty lucky to have the people we do in our lives,im not only thankful that everything seems to be working out as i wrap week at my new job but also feeling pretty lucky to have the people we do in our lives,1,joy,33,157,1
train_000465,train,i feel incredibly isolated and lonely,i feel incredibly isolated and lonely,0,sadness,6,37,0
train_000466,train,i feel too selfish to talk about you to anyone else thyroid for i do not want them to think i am just dramatic and whiny when really it is just hard for them to understand that yes someone can look fine and still feel terrible,i feel too selfish to talk about you to anyone else thyroid for i do not want them to think i am just dramatic and whiny when really it is just hard for them to understand that yes someone can look fine and still feel terrible,3,anger,46,226,1
train_000467,train,i had to have a blood test yesterday so perhaps im feeling particularly fond of it right now because of the doctors needle that was inside of me and the time spent with the dizzy head of a non meat eating nineteen year old female,i had to have a blood test yesterday so perhaps im feeling particularly fond of it right now because of the doctors needle that was inside of me and the time spent with the dizzy head of a non meat eating nineteen year old female,2,love,45,229,0
train_000468,train,i was i admit very worried about feeling isolated i work in a cubicle pretty much on my own unless someone needs me,i was i admit very worried about feeling isolated i work in a cubicle pretty much on my own unless someone needs me,0,sadness,23,115,0
train_000469,train,im feeling like life is fairly sweet,im feeling like life is fairly sweet,2,love,7,36,0
